displayName,id,groupType,membershipType,mail,source,mailEnabled,onPremisesSyncEnabled
KCCS70132006.常熟德育处艺文推广组,ad0c1762-9667-4f03-a36e-cb8d49b97d06,Mail enabled security,assigned,KCCS70132006@kciscs.org.cn,Windows Server AD,True,True
KCCS70132007.常熟德育处体育游泳组,3b46c762-9263-4775-bcd5-3001bf0ee5ab,Mail enabled security,assigned,KCCS70132007@kciscs.org.cn,Windows Server AD,True,True
KCCS70132008.常熟德育处中学德育生辅组,794093c6-88a7-4e0f-a8d1-d4f527d1a7db,Mail enabled security,assigned,KCCS70132008@kciscs.org.cn,Windows Server AD,True,True
KCCS701325.常熟教学技术组,3d87b3b8-0ee4-45fd-b938-47bee6078c45,Mail enabled security,assigned,KCCS701325@kciscs.org.cn,Windows Server AD,True,True
KCCS701329.常熟中学国际课程处,ae99f6f7-1c00-4fd1-a403-02697288a078,Mail enabled security,assigned,KCCS701329@kciscs.org.cn,Windows Server AD,True,True
KCCS70132901.常熟中学国际课程处国际升学发展组,6efd7736-c2f7-450a-ad0a-ce7a4d037a4a,Mail enabled security,assigned,KCCS70132901@kciscs.org.cn,Windows Server AD,True,True
KCCS70132902.常熟中学国际课程处国际课程教学组,b30ef104-8312-489e-9239-2ea2debfe9f0,Mail enabled security,assigned,KCCS70132902@kciscs.org.cn,Windows Server AD,True,True
KCCSC.常熟组长,361aac56-2c6f-445d-8f79-39362b48c89c,Mail enabled security,assigned,KCCSC@kciscs.org.cn,Windows Server AD,True,True
KCCSCN.常熟中籍人员群,b68a6900-b636-4c91-816e-e25d343792ef,Mail enabled security,assigned,KCCSCN@kciscs.org.cn,Windows Server AD,True,True
KCCSCT.常熟中籍教师群,44422127-1d1e-4cc1-85e0-48bbca3272ab,Mail enabled security,assigned,KCCSCT@kciscs.org.cn,Windows Server AD,True,True
KCCSEDR.常熟工程日报群,bd95606e-b596-4f38-8cd6-c234e20b7336,Mail enabled security,assigned,KCCSEDR@kciscs.org.cn,Windows Server AD,True,True
KCCSFT.常熟外籍人员群,51420a96-39ed-43f5-98b7-a9708b6ff62a,Mail enabled security,assigned,KCCSFT@kciscs.org.cn,Windows Server AD,True,True
KCCSM.常熟主管,81d9b0a7-1623-44d4-bcba-60266dbf7b17,Mail enabled security,assigned,KCCSM@kciscs.org.cn,Windows Server AD,True,True
KCCSM01.常熟主管(仅常熟主管),e303126e-acaf-4338-bce3-b6bd6de03e0d,Mail enabled security,assigned,KCCSM01@kciscs.org.cn,Windows Server AD,True,True
KCCSTW.常熟台籍外派同仁,763623c7-6555-4de5-b900-f067a4e3283a,Mail enabled security,assigned,KCCSTW@kciscs.org.cn,Windows Server AD,True,True
KCEC70.董事长办公室,0f97cd7c-b0d3-4be9-941d-b047b2a5ae5a,Mail enabled security,assigned,KCEC70@kcisec.com,Windows Server AD,True,True
KCEC7000.昆山校区,1a86511a-e95a-4b96-86e2-060379289990,Mail enabled security,assigned,KCEC7000@kcisec.com,Windows Server AD,True,True
KCEC7001.昆山校区校长办公室,47844ce3-19ca-4df0-a5b5-b901e3352aed,Mail enabled security,assigned,KCEC7001@kcisec.com,Windows Server AD,True,True
KCEC700102.昆山财务室,b485e37e-ed1f-4714-a449-1c0ddbeafe7c,Mail enabled security,assigned,KCEC700102@kcisec.com,Windows Server AD,True,True
KCEC700104.昆山采购室,573687b7-095d-47f4-be23-d42352e46f09,Mail enabled security,assigned,KCEC700104@kcisec.com,Windows Server AD,True,True
KCEC700109.昆山中籍人事室,0d16718a-7241-4dff-aa16-efa7fcb833bd,Mail enabled security,assigned,KCEC700109@kcisec.com,Windows Server AD,True,True
KCEC700110.昆山外事室,6a8cafda-35d4-405f-b661-3bc2f4048167,Mail enabled security,assigned,KCEC700110@kcisec.com,Windows Server AD,True,True
KCEC700111.昆山 资讯室,5e82a579-0428-4bae-b26d-2dbedbd97ba4,Mail enabled security,assigned,KCEC700111@kcisec.com,Windows Server AD,True,True
KCEC70011101.昆山 资讯室 幼小组,3ca29e03-a956-4696-8354-aa6e6093e719,Mail enabled security,assigned,KCEC70011101@kcisec.com,Windows Server AD,True,True
KCEC70011102.昆山 资讯室中学组,200af86f-89d2-4e3c-af62-fe0cd1f22d9d,Mail enabled security,assigned,KCEC70011102@kcisec.com,Windows Server AD,True,True
KCEC70011103.昆山 资讯室 SAP组,be370311-f85f-4271-acc2-2f4bf4a7c777,Mail enabled security,assigned,KCEC70011103@kcisec.com,Windows Server AD,True,True
KCEC7003.昆山小学部,d964c4e1-1131-4e42-8e2f-544cb318d257,Mail enabled security,assigned,KCEC7003@kcisec.com,Windows Server AD,True,True
KCEC700301.昆山小学部教务处,d726515c-efd5-4129-9af8-f548fec8e824,Mail enabled security,assigned,KCEC700301@kcisec.com,Windows Server AD,True,True
KCEC70030101.昆山小学部教务处教学组,23fb3bf8-dcf0-410a-90ea-fe5d8bc1bccf,Mail enabled security,assigned,KCEC70030101@kcisec.com,Windows Server AD,True,True
KCEC70030103.昆山小学部教务处课研组,fde286d5-ed3d-4b35-a25a-1054973ab839,Mail enabled security,assigned,KCEC70030103@kcisec.com,Windows Server AD,True,True
KCEC70030104.昆山小学部教务处图书组,021f864e-2315-4685-9b43-06a910aaca2a,Mail enabled security,assigned,KCEC70030104@kcisec.com,Windows Server AD,True,True
KCEC70030108.昆山小学部教务处注册升学组,c3af5b87-2c43-4ce4-a484-67af846514e8,Mail enabled security,assigned,KCEC70030108@kcisec.com,Windows Server AD,True,True
KCEC700302.昆山小学部德育处,80e625e6-e67d-43b0-b8e6-4742914a7435,Mail enabled security,assigned,KCEC700302@kcisec.com,Windows Server AD,True,True
KCEC70030203.昆山小学部德育处交通组,8c4d1ce4-0d68-48f7-9329-b6f308ec929e,Mail enabled security,assigned,KCEC70030203@kcisec.com,Windows Server AD,True,True
KCEC70030204.昆山小学部德育处德育组,c8c29f8a-e693-40d8-8a7c-4e7f6514f723,Mail enabled security,assigned,KCEC70030204@kcisec.com,Windows Server AD,True,True
KCEC70030208.昆山小学部德育处活动探索组,6e6c6e36-1010-4a20-aade-4478b274518a,Mail enabled security,assigned,KCEC70030208@kcisec.com,Windows Server AD,True,True
KCEC70030209.昆山小学部德育处体育发展组,725ad359-c0c2-4d7c-9264-4ee9eabb6e77,Mail enabled security,assigned,KCEC70030209@kcisec.com,Windows Server AD,True,True
KCEC700303.昆山小学部英语学习中心,2b05139c-330e-424a-91a0-04d6ca772f1b,Mail enabled security,assigned,KCEC700303@kcisec.com,Windows Server AD,True,True
KCEC70030304.昆山小学部英语学习中心中师教学组,6df3ccd0-185a-45a0-b944-6f8bc3bcfe97,Mail enabled security,assigned,KCEC70030304@kcisec.com,Windows Server AD,True,True
KCEC70030305.昆山小学部英语学习中心外师教学组,cf9e2302-54d0-4c01-899e-a88cd63e26bc,Mail enabled security,assigned,KCEC70030305@kcisec.com,Windows Server AD,True,True
KCEC70030309.昆山小学部英语学习中心课程研发组,5fac2cd0-0359-42b1-8f0f-258765a5e1d1,Mail enabled security,assigned,KCEC70030309@kcisec.com,Windows Server AD,True,True
KCEC700304.昆山小学部辅导处,f8aab0b1-8347-484d-b130-e2516323b52c,Mail enabled security,assigned,KCEC700304@kcisec.com,Windows Server AD,True,True
KCEC70030401.昆山小学部辅导处心理辅导组,dc76c298-fd37-47f4-a0bb-5bbb8fa5d98a,Mail enabled security,assigned,KCEC70030401@kcisec.com,Windows Server AD,True,True
KCEC70030402.昆山小学部辅导处健康中心,83c6817e-b5c3-499a-9a18-b0c665f8f9b1,Mail enabled security,assigned,KCEC70030402@kcisec.com,Windows Server AD,True,True
KCEC70030704.昆山小学部活动中心课后社团组,f099ee0f-711f-4ffe-8e8f-cdabd79f6e0a,Mail enabled security,assigned,KCEC700305@kcisec.com,Windows Server AD,True,True
KCEC700308.昆山小学部幼儿园PYP,ac93e33e-db5a-4a48-996d-e4d7ddba527a,Mail enabled security,assigned,KCEC700308@kcisec.com,Windows Server AD,True,True
KCEC70030801.昆山小学部幼儿园PYP教学行政组,77c4b72f-b82c-47aa-9b1c-ea055985b2c6,Mail enabled security,assigned,KCEC70030801@kcisec.com,Windows Server AD,True,True
KCEC70030802.昆山小学部幼儿园PYP早教托育组,2f205767-0f04-4102-8696-219548870e98,Mail enabled security,assigned,KCEC70030802@kcisec.com,Windows Server AD,True,True
KCEC70030803.昆山小学部幼儿园PYP安全保健组,50b25a8c-b925-4e6b-9fdf-d739dce1ede1,Mail enabled security,assigned,KCEC70030803@kcisec.com,Windows Server AD,True,True
KCEC70030901昆山小学部PYP课程组,b281be26-4745-4915-9c04-dcab70d41057,Mail enabled security,assigned,KCEC70030901@kcisec.com,Windows Server AD,True,True
KCEC7004.昆山中学部,f60e0331-590c-44eb-ae7f-c0656ae6047f,Mail enabled security,assigned,KCEC7004@kcisec.com,Windows Server AD,True,True
KCEC70040205.昆山中学部德育处活动组,fa74014f-78b9-46d9-bd9f-04ef1d790f1a,Mail enabled security,assigned,KCEC70040205@kcisec.com,Windows Server AD,True,True
KCEC70040207.昆山中学部德育处保健组,0e5f196e-dc5b-4126-b747-334fc42e56df,Mail enabled security,assigned,KCEC70040207@kcisec.com,Windows Server AD,True,True
KCEC70040209.昆山中学部德育处体育发展组,5bc80028-4ea7-46bc-9b0e-79caa93f243b,Mail enabled security,assigned,KCEC70040209@kcisec.com,Windows Server AD,True,True
KCEC70040210.昆山中学部德育处初中德育组,7c35eefd-5f15-4b11-9f33-3cfe77b390b4,Mail enabled security,assigned,KCEC70040210@kcisec.com,Windows Server AD,True,True
KCEC70040214.昆山中学部德育处高中德育组,f07cbb4e-7871-4e91-9240-92673ee9cfa7,Mail enabled security,assigned,KCEC70040214@kcisec.com,Windows Server AD,True,True
KCEC70040215.昆山中学部德育处生活辅导组,8c06fb7e-2edd-4bd0-a5af-f10c48e5c422,Mail enabled security,assigned,KCEC70040215@kcisec.com,Windows Server AD,True,True
KCEC700404.昆山中学部留学辅导处,39c6e153-63eb-4ac0-b481-62ac40e2a27e,Mail enabled security,assigned,KCEC700404@kcisec.com,Windows Server AD,True,True
KCEC70040401.昆山中学部留学辅导处升学辅导组,ace51fc3-02b1-40dc-b557-36e53062fcd6,Mail enabled security,assigned,KCEC70040401@kcisec.com,Windows Server AD,True,True
KCEC70040402.昆山中学部留学辅导处心理辅导组,0bfe50e7-78c7-4bcb-b153-f25f28c3fe5b,Mail enabled security,assigned,KCEC70040402@kcisec.com,Windows Server AD,True,True
KCEC700405.昆山中学部语言中心,005322ff-3867-4424-8e9d-d64bdc0fdde3,Mail enabled security,assigned,KCEC700405@kcisec.com,Windows Server AD,True,True
KCEC70040505.昆山中学部语言中心教学教务组,32115f2d-a25c-47c5-81f0-643f61357780,Mail enabled security,assigned,KCEC70040505@kcisec.com,Windows Server AD,True,True
KCEC70040506.昆山中学部语言中心课后课程组,7c488f7e-64f9-4117-a16c-e7d68cdfa831,Mail enabled security,assigned,KCEC70040506@kcisec.com,Windows Server AD,True,True
KCEC70040507.昆山中学部语言中心学习辅导组,2f0ed507-03f8-4868-95eb-990bf03c8212,Mail enabled security,assigned,KCEC70040507@kcisec.com,Windows Server AD,True,True
KCEC700407.昆山中学部艺文中心,1c290ad8-2487-476b-a892-f708af28a54e,Mail enabled security,assigned,KCEC700407@kcisec.com,Windows Server AD,True,True
KCEC70040701.昆山中学部艺文中心艺文组,dd2751d6-54e2-4089-bc3b-cb1654b51f37,Mail enabled security,assigned,KCEC70040701@kcisec.com,Windows Server AD,True,True
KCEC70040702.昆山中学部艺文中心行政组,03900073-d133-45c7-b3ae-cb4734127bd4,Mail enabled security,assigned,KCEC70040702@kcisec.com,Windows Server AD,True,True
KCEC700408.昆山中学部总务处,bcee5de8-9174-41e6-b68b-6250b18c00c0,Mail enabled security,assigned,KCEC700408@kcisec.com,Windows Server AD,True,True
KCEC70040801.昆山中学部总务处行政组,bc9f6a93-82bb-414a-ae8e-ebe6677b7e70,Mail enabled security,assigned,KCEC70040801@kcisec.com,Windows Server AD,True,True
KCEC70040802.昆山中学部总务处事务组,39e36c70-80af-4b67-b77a-ac58c45b93e9,Mail enabled security,assigned,KCEC70040802@kcisec.com,Windows Server AD,True,True
KCEC700411.昆山中学部初中教务处,805844a1-ef82-44e2-a422-07ede2d402b7,Mail enabled security,assigned,KCEC700411@kcisec.com,Windows Server AD,True,True
KCEC70041101.昆山中学部初中教务处课程行政组,267cf733-dde3-4097-b2be-366881c4a75b,Mail enabled security,assigned,KCEC70041101@kcisec.com,Windows Server AD,True,True
KCEC70041102.昆山中学部初中教务处G7G8综合组,394bd067-5e9b-4acb-91cf-a163f97910e5,Mail enabled security,assigned,KCEC70041102@kcisec.com,Windows Server AD,True,True
KCEC70041103.昆山中学部初中教务处学术专案组,384816c6-f294-45de-ac21-446e66aa2dbf,Mail enabled security,assigned,KCEC70041103@kcisec.com,Windows Server AD,True,True
KCEC70041105.昆山中学部初中教务处G7G8外语组,02e32579-6713-4436-9d15-6b3483e99450,Mail enabled security,assigned,KCEC70041105@kcisec.com,Windows Server AD,True,True
KCEC70041106.昆山中学部初中教务处G9综合组,f41ef7ad-929b-4af6-a4cb-31c147313230,Mail enabled security,assigned,KCEC70041106@kcisec.com,Windows Server AD,True,True
KCEC70041107.昆山中学部初中教务处G9外语组,73d00dc0-6d56-4e56-964e-afee87b01e82,Mail enabled security,assigned,KCEC70041107@kcisec.com,Windows Server AD,True,True
KCEC70041108.昆山中学部初中教务处学术督导组,580d91e4-7f61-4584-9844-8ab5527aebfd,Mail enabled security,assigned,KCEC70041108@kcisec.com,Windows Server AD,True,True
KCEC70041109.昆山中学部初中教务处注册组,6485cffb-2e35-407d-b16c-9fa34f7e30a5,Mail enabled security,assigned,KCEC70041109@kcisec.com,Windows Server AD,True,True
KCEC700412.昆山中学部高中教务处,3efa6f1e-5407-46a9-842a-e86eb6748f60,Mail enabled security,assigned,KCEC700412@kcisec.com,Windows Server AD,True,True
KCEC70041201.昆山中学部高中教务处高中教学组,27dca171-b671-4571-ad0f-1d05a28edad8,Mail enabled security,assigned,KCEC70041201@kcisec.com,Windows Server AD,True,True
KCEC70041202.昆山中学部高中教务处课程组,669f670a-c2d9-4e41-909d-6489b36a7634,Mail enabled security,assigned,KCEC70041202@kcisec.com,Windows Server AD,True,True
KCEC70041206.昆山中学部高中教务处强化英文组,8f95a23d-47eb-4e12-bf9a-31b9e411305e,Mail enabled security,assigned,KCEC70041206@kcisec.com,Windows Server AD,True,True
KCEC70041207.昆山中学部高中教务处评估教学组,b2fde74d-5cd9-4cca-8137-bfae579b986a,Mail enabled security,assigned,KCEC70041207@kcisec.com,Windows Server AD,True,True
KCEC70041208.昆山中学部高中教务处督导教学组,26684ee6-b245-42bd-a9d2-6d1088f06362,Mail enabled security,assigned,KCEC70041208@kcisec.com,Windows Server AD,True,True
KCEC70041209.昆山中学部高中教务处AP组,e55b616c-1c40-4fc3-a4c5-f6b966dcd668,Mail enabled security,assigned,KCEC70041209@kcisec.com,Windows Server AD,True,True
KCEC70041210.昆山中学部高中教务处Powerschool组,b6d4da1a-d373-412d-931e-407f88f9d371,Mail enabled security,assigned,KCEC70041210@kcisec.com,Windows Server AD,True,True
KCEC70041211.昆山中学部高中教务处实验组,cbd8b4e4-69aa-4840-81db-e5dcdf6ef09b,Mail enabled security,assigned,KCEC70041211@kcisec.com,Windows Server AD,True,True
KCEC700414.昆山中学部普高教务处,69c2190d-d447-4eb1-ba21-26f0bdf2ce83,Mail enabled security,assigned,KCEC700414@kcisec.com,Windows Server AD,True,True
KCEC70041403.昆山中学部普高教务处督导组,4de5f9dd-c463-42a4-b540-28ce8bec8a61,Mail enabled security,assigned,KCEC70041403@kcisec.com,Windows Server AD,True,True
KCEC70041405.昆山中学部普高教务处教学组,f766b276-0cfd-4129-9c63-ef3335577394,Mail enabled security,assigned,KCEC70041405@kcisec.com,Windows Server AD,True,True
KCEC70041406.昆山中学部普高教务处行政组,38ed19e8-2ae8-4e8b-b069-a7345a5ce590,Mail enabled security,assigned,KCEC70041406@kcisec.com,Windows Server AD,True,True
KCEC700415.昆山中学部A-Level课程处,54e65d23-5a25-495d-b1f0-4750cfd75eb8,Mail enabled security,assigned,KCEC700415@kcisec.com,Windows Server AD,True,True
KCEC70041502.昆山中学部A-Level课程处课程教学组,bf12e870-6762-4e3c-81fb-2b454f8fc74c,Mail enabled security,assigned,KCEC70041502@kcisec.com,Windows Server AD,True,True
KCEC70041503.昆山中学部A-Level课程处行政考务组,02bdd66a-ef33-43ba-9772-82886372e718,Mail enabled security,assigned,KCEC70041503@kcisec.com,Windows Server AD,True,True
KCEC700416.昆山中学部初中勤敏班,4942860a-2f51-4455-abe4-9c24dd209ead,Mail enabled security,assigned,KCEC700416@kcisec.com,Windows Server AD,True,True
KCEC70041601.昆山中学部初中勤敏班教务组,20763110-12b3-4fa9-b98c-17ca5d8253c8,Mail enabled security,assigned,KCEC70041601@kcisec.com,Windows Server AD,True,True
KCEC70041602.昆山中学部初中勤敏班学务组,ee3e2f7c-7e1e-48e2-aa03-4a3141f844cc,Mail enabled security,assigned,KCEC70041602@kcisec.com,Windows Server AD,True,True
KCEC70041603.昆山中学部初中勤敏班行政组,a7d4dcab-3ca7-4583-b8e3-ec4c8cc273c4,Mail enabled security,assigned,KCEC70041603@kcisec.com,Windows Server AD,True,True
